Name,Jname,Glitch #,Time of glitch (MJD),Error in time (days),dF/F (10^-9),Error in dF/F (10^-9),dF1/F1 (10^-3),Error in dF1/F1 (10^-3),Galactic Longitude (deg),Galactic Latitude (deg),RA (deg),dec (deg),P0 (s),P1,F0 (Hz),F1 (Hz/s),F2 (Hz/s^2),Distance (kpc),Age (yrs),dF0 (Hz)
B1737-30,J1740-3015,22,52576.0,3,0.9,0.2,-0.1,0.1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,1.4829788034
B1737-30,J1740-3015,23,52779.7,0.04,1.7,0.2,-0.1,0.2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,2.8011821842
B1737-30,J1740-3015,24,52858.78,0.03,18.6,0.3,1.4,0.4,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,30.648228603600003
B1737-30,J1740-3015,25,52942.5,0.1,20.2,0.2,1.5,0.3,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,33.284635365199996
B1737-30,J1740-3015,26,53023.52,0,1850.9,0.3,2.4,0.4,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,3049.8282969034003
B1737-30,J1740-3015,27,53473.56,1,0.8,0.2,0.2,0.2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,1.3182033808
B1737-30,J1740-3015,28,54450.19,0.01,45.9,0.3,4,1,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,75.63191897339999
B1737-30,J1740-3015,29,54695.19,0.02,3.0,0.2,1,0,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,4.943262678
B1737-30,J1740-3015,30,54810.9,0.1,5.2,0.3,1,0,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,8.5683219752
B1737-30,J1740-3015,31,54928.6,0.1,2.3,0.2,1,0,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,3.7898347197999995
B1737-30,J1740-3015,32,55213.0,75,2663.0,3,1.2,0.3,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,4387.969503838
B1737-30,J1740-3015,33,55936.4,0.2,18.3,0.6,0.4,0.2,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,30.1539023358
B1737-30,J1740-3015,34,57346.0,0.6,1.94,0.02,0,0,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,3.19664319844
B1737-30,J1740-3015,35,57468.599,0.005,229.4,0.4,1.2,0.4,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,377.9948194444
B1737-30,J1740-3015,36,58241.0,8,837.9,0.7,2,0.3,358.29400000000004,0.23800000000000002,265.14092,-30.262079999999997,0.606886624,4.66E-13,1.647754226,-1.27E-12,*,0.4,2.06E+04,1380.6532659654
J1737-3102,J1737-3102,1,57087.0,2,18.0,1,X,X,357.298,0.373,264.39054,-31.0335,0.768672273,3.73E-14,1.300944544,-6.32E-14,*,3.602,3.26E+05,23.417001792
J1737-3137,J1737-3137,1,51559.0,2,4.0,1,0,1,356.744,0.145,264.26788,-31.6225,0.45043237,1.39E-13,2.220089111,-6.84E-13,7.20E-24,4.162,5.14E+04,8.880356444
J1737-3137,J1737-3137,2,53040.0,12,234.0,1,2.9,0.2,356.744,0.145,264.26788,-31.6225,0.45043237,1.39E-13,2.220089111,-6.84E-13,7.20E-24,4.162,5.14E+04,519.500851974
J1737-3137,J1737-3137,3,54348.0,4,1342.4,0.2,1.4,0.2,356.744,0.145,264.26788,-31.6225,0.45043237,1.39E-13,2.220089111,-6.84E-13,7.20E-24,4.162,5.14E+04,2980.2476226064005
J1737-3137,J1737-3137,4,57115.0,3,7.0,0.7,0,X,356.744,0.145,264.26788,-31.6225,0.45043237,1.39E-13,2.220089111,-6.84E-13,7.20E-24,4.162,5.14E+04,15.540623777
J1737-3137,J1737-3137,5,58147.0,42,4498.0,1,1.3,0.1,356.744,0.145,264.26788,-31.6225,0.45043237,1.39E-13,2.220089111,-6.84E-13,7.20E-24,4.162,5.14E+04,9985.960821278
J1737-3137,J1737-3137,6,58858.8,0.2,1.53,0.07,0.5,0.18,356.744,0.145,264.26788,-31.6225,0.45043237,1.39E-13,2.220089111,-6.84E-13,7.20E-24,4.162,5.14E+04,3.3967363398300003
J1737-3137,J1737-3137,7,59848.0,29,215.6,0.6,1.22,0.25,356.744,0.145,264.26788,-31.6225,0.45043237,1.39E-13,2.220089111,-6.84E-13,7.20E-24,4.162,5.14E+04,478.6512123316
B1740-31,J1743-3150,1,49572.0,1,2.2,0.4,2,1,357.298,-1.149,265.90296,-31.8396,2.414652315,1.21E-13,0.414138298,-2.07E-14,0.00E+00,3.332,3.17E+05,0.9111042556000001
J1740+1000,J1740+1000,1,54747.6,0.1,1.2,0.4,1,1,34.010999999999996,20.268,265.10812999999996,10.00175,0.154087174,2.15E-14,6.489832814,-9.04E-13,*,1.227,1.14E+05,7.787799376799999
J1740+1000,J1740+1000,2,56164.0,10,2910.9,0.4,11,1,34.010999999999996,20.268,265.10812999999996,10.00175,0.154087174,2.15E-14,6.489832814,-9.04E-13,*,1.227,1.14E+05,18891.2543382726
J1746-2856,J1746-2856,1,57038.0,1,24.4,0.4,2.1,0.32,0.126,-0.233,266.70772830000004,-28.949719399999996,0.945224316,1.25E-14,1.057949931,-1.40E-14,*,8.149,1.20E+06,25.8139783164
J1751-3323,J1751-3323,1,53004.0,6,2.3,0.3,-1,1,356.829,-3.3819999999999997,267.88635,-33.3943,0.548227104,8.83E-15,1.824061585,-2.94E-14,*,14.283,9.84E+05,4.195341645499999
J1751-3323,J1751-3323,2,54435.0,8,3.0,1,-1,3,356.829,-3.3819999999999997,267.88635,-33.3943,0.548227104,8.83E-15,1.824061585,-2.94E-14,*,14.283,9.84E+05,5.472184755
J1751-3323,J1751-3323,3,57019.0,1,13.0,1,-5,2,356.829,-3.3819999999999997,267.88635,-33.3943,0.548227104,8.83E-15,1.824061585,-2.94E-14,*,14.283,9.84E+05,23.712800604999998
J1751-3323,J1751-3323,4,58438.0,3,3.4,0.8,27,4,356.829,-3.3819999999999997,267.88635,-33.3943,0.548227104,8.83E-15,1.824061585,-2.94E-14,*,14.283,9.84E+05,6.201809388999999
B1754-24,J1757-2421,1,55716.0,21,7807.0,1,6.3,0.5,5.281000000000001,0.054000000000000006,269.372182,-24.3687,0.234105791,1.30E-14,4.271573098,-2.37E-13,3.40E-23,3.124,2.85E+05,33348.171176086
B1757-24,J1801-2451,1,49476.0,3,1987.9,0.3,4.6,0.1,5.254,-0.882,270.25007,-24.85764,0.124924207,1.28E-13,8.004853723,-8.20E-12,4.01E-22,3.803,1.55E+04,15912.8487159517
B1757-24,J1801-2451,2,50651.0,3,1247.4,0.3,4.7,0.2,5.254,-0.882,270.25007,-24.85764,0.124924207,1.28E-13,8.004853723,-8.20E-12,4.01E-22,3.803,1.55E+04,9985.2545340702
B1757-24,J1801-2451,3,52055.0,7,3755.8,0.4,6.8,0.1,5.254,-0.882,270.25007,-24.85764,0.124924207,1.28E-13,8.004853723,-8.20E-12,4.01E-22,3.803,1.55E+04,30064.6296128434
B1757-24,J1801-2451,4,53033.25,0.02,17.4,0.2,1.4,0.1,5.254,-0.882,270.25007,-24.85764,0.124924207,1.28E-13,8.004853723,-8.20E-12,4.01E-22,3.803,1.55E+04,139.28445478019998
B1757-24,J1801-2451,5,54661.0,2,3101.0,1,9.3,0.1,5.254,-0.882,270.25007,-24.85764,0.124924207,1.28E-13,8.004853723,-8.20E-12,4.01E-22,3.803,1.55E+04,24823.051395023
B1757-24,J1801-2451,6,56979.0,36,2413.0,0.4,5.3,0.8,5.254,-0.882,270.25007,-24.85764,0.124924207,1.28E-13,8.004853723,-8.20E-12,4.01E-22,3.803,1.55E+04,19315.712033599
B1757-24,J1801-2451,7,58564.76,0.007,2250.9,2.8,3.82,0.15,5.254,-0.882,270.25007,-24.85764,0.124924207,1.28E-13,8.004853723,-8.20E-12,4.01E-22,3.803,1.55E+04,18018.125245100702
B1758-03,J1801-0357,1,48000.0,1,3.1,0.1,2,2,23.595,9.257,270.344283,-3.96547,0.921492866,3.31E-15,1.085195596,-3.89E-15,0.00E+00,5.739,4.42E+06,3.3641063476
B1758-23,J1801-2304,1,46907.0,21,216.3,0.2,-0.5,0.1,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,520.1681309664001
B1758-23,J1801-2304,2,47855.0,24,230.7,0.3,-0.3,0.2,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,554.7979094496001
B1758-23,J1801-2304,3,48453.95,0.04,348.0,1,0,2,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,836.8863133440001
B1758-23,J1801-2304,4,49701.7,0.3,66.0,2,2,2,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,158.719818048
B1758-23,J1801-2304,5,50055.3,0.5,22.0,1,-2,1,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,52.906606016000005
B1758-23,J1801-2304,6,50363.06,0.02,81.0,1,2,2,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,194.792503968
B1758-23,J1801-2304,7,50939.0,6,6.0,3,4,5,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,14.429074368000002
B1758-23,J1801-2304,8,52093.0,26,646.7,0.2,0.9,0.2,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,1555.2137322976002
B1758-23,J1801-2304,9,53306.98,0.01,497.0,1,-1,1,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,1195.2083268160002
B1758-23,J1801-2304,10,55360.0,3,2.9,0.7,X,X,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,6.9740526112
B1758-23,J1801-2304,11,55841.0,3,1.7,0.5,X,X,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,4.0882377376
B1758-23,J1801-2304,12,56149.024000000005,0.08,513.8,0.4,1.2,0.7,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,1235.6097350464
B1758-23,J1801-2304,13,57586.2,0.1,48.67,0.05,0.79,0.03,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,117.04384158176
B1758-23,J1801-2304,14,58846.0,6,5.0,0.6,X,X,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,12.02422864
B1758-23,J1801-2304,15,58993.5,0.7,374.0,5,X,X,6.837000000000001,-0.066,270.332562,-23.079066,0.41582709,1.13E-13,2.404845728,-6.53E-13,1.12E-24,4,5.83E+04,899.412302272
B1800-21,J1803-2137,1,48245.0,11,4074.4,0.3,9.3,0.1,8.395,0.146,270.96421000000004,-21.618709,0.13366692,1.34E-13,7.481282565,-7.52E-12,2.08E-22,4.4,1.58E+04,30481.737682836
B1800-21,J1803-2137,2,50264.1,0.1,7.1,0.2,0.5,0.1,8.395,0.146,270.96421000000004,-21.618709,0.13366692,1.34E-13,7.481282565,-7.52E-12,2.08E-22,4.4,1.58E+04,53.117106211499994
B1800-21,J1803-2137,3,50777.0,4,3184.0,1,8,0.2,8.395,0.146,270.96421000000004,-21.618709,0.13366692,1.34E-13,7.481282565,-7.52E-12,2.08E-22,4.4,1.58E+04,23820.40368696
B1800-21,J1803-2137,4,53429.0,1,3929.3,0.4,10.6,0.1,8.395,0.146,270.96421000000004,-21.618709,0.13366692,1.34E-13,7.481282565,-7.52E-12,2.08E-22,4.4,1.58E+04,29396.2035826545
B1800-21,J1803-2137,5,55775.0,2,4793.0,3,18.6,0.3,8.395,0.146,270.96421000000004,-21.618709,0.13366692,1.34E-13,7.481282565,-7.52E-12,2.08E-22,4.4,1.58E+04,35857.787334045
B1800-21,J1803-2137,6,58958.0,40,4960.6,1.3,8.5,0.3,8.395,0.146,270.96421000000004,-21.618709,0.13366692,1.34E-13,7.481282565,-7.52E-12,2.08E-22,4.4,1.58E+04,37111.650291939004
J1806-2125,J1806-2125,1,51708.0,123,15773.1,12.3,37,3,8.811,-0.28,271.5825,-21.4654,0.481824602,1.18E-13,2.075444041,-5.08E-13,1.10E-23,4.886,6.47E+04,32736.1864030971
J1809-0119,J1809-0119,1,55406.0,2,1.7,0.3,0,6,26.962,8.627,272.464,-1.3247200000000001,0.744976402,2.29E-15,1.342324398,-4.13E-15,*,10.737,5.15E+06,2.2819514765999998
J1809-0119,J1809-0119,2,55803.0,1,3.0,0.4,0,13,26.962,8.627,272.464,-1.3247200000000001,0.744976402,2.29E-15,1.342324398,-4.13E-15,*,10.737,5.15E+06,4.026973194
B1809-173,J1812-1718,1,49932.0,1,1.5,0.2,6,3,13.109000000000002,0.5379999999999999,273.03004,-17.3082,1.205374441,1.91E-14,0.829617723,-1.31E-14,5.80E-26,3.661,1.00E+06,1.2444265845
B1809-173,J1812-1718,2,53106.2,0.1,14.8,0.2,7,4,13.109000000000002,0.5379999999999999,273.03004,-17.3082,1.205374441,1.91E-14,0.829617723,-1.31E-14,5.80E-26,3.661,1.00E+06,12.2783423004
B1809-173,J1812-1718,3,54365.8,0.3,1.4,0.1,1,1,13.109000000000002,0.5379999999999999,273.03004,-17.3082,1.205374441,1.91E-14,0.829617723,-1.31E-14,5.80E-26,3.661,1.00E+06,1.1614648122
J1809-1917,J1809-1917,1,53251.0,2,1625.1,0.3,7.8,0.3,11.094000000000001,0.08,272.429733,-19.29392,0.08275527,2.55E-14,12.08382262,-3.73E-12,2.70E-23,3.268,5.14E+04,19637.420139761998
J1809-2004,J1809-2004,1,54196.0,25,2.0,1,7,7,10.363,-0.20199999999999999,272.3161,-20.07,0.434811386,7.28E-15,2.299847776,-3.85E-14,*,5.228,9.46E+05,4.599695552
J1809-2004,J1809-2004,2,56227.5,0.2,48.67,0.05,0.79,0.03,10.363,-0.20199999999999999,272.3161,-20.07,0.434811386,7.28E-15,2.299847776,-3.85E-14,*,5.228,9.46E+05,111.93359125792
J1813-1246,J1813-1246,1,55094.0,X,1166.0,0.4,6.4,0.3,17.244,2.445,273.34904,-12.7664,0.048072247,1.76E-14,20.80202336,-7.60E-12,*,2.635,4.34E+04,24255.15923776
J1814-1744,J1814-1744,1,51371.0,4,8.0,4,-3,1,13.020999999999999,-0.215,273.6796,-17.747,3.975905188,7.45E-13,0.251515052,-4.71E-14,*,5.118,8.46E+04,2.012120416
J1814-1744,J1814-1744,2,51678.0,1,10.0,2,5,3,13.020999999999999,-0.215,273.6796,-17.747,3.975905188,7.45E-13,0.251515052,-4.71E-14,*,5.118,8.46E+04,2.51515052
J1814-1744,J1814-1744,3,52075.0,7,34.0,2,-5,3,13.020999999999999,-0.215,273.6796,-17.747,3.975905188,7.45E-13,0.251515052,-4.71E-14,*,5.118,8.46E+04,8.551511768000001
J1814-1744,J1814-1744,4,53241.0,12,3.0,1,0.7,0.4,13.020999999999999,-0.215,273.6796,-17.747,3.975905188,7.45E-13,0.251515052,-4.71E-14,*,5.118,8.46E+04,0.754545156
J1814-1744,J1814-1744,5,53756.4,0.2,11.0,2,8,4,13.020999999999999,-0.215,273.6796,-17.747,3.975905188,7.45E-13,0.251515052,-4.71E-14,*,5.118,8.46E+04,2.766665572
J1814-1744,J1814-1744,6,54768.4,0.4,17.0,1,2,1,13.020999999999999,-0.215,273.6796,-17.747,3.975905188,7.45E-13,0.251515052,-4.71E-14,*,5.118,8.46E+04,4.2757558840000005
J1814-1744,J1814-1744,7,55626.0,2,16.0,4,0.3,0.2,13.020999999999999,-0.215,273.6796,-17.747,3.975905188,7.45E-13,0.251515052,-4.71E-14,*,5.118,8.46E+04,4.024240832
B1815-14,J1818-1422,1,52057.0,7,0.54,0.05,-0.7,0.4,16.405,0.61,274.599025,-14.37686,0.291489461,2.04E-15,3.43065577,-2.40E-14,-4.46E-25,5.44,2.27E+06,1.8525541158
J1819-1458,J1819-1458,1,53925.79,0.04,725.0,3,78,6,16.02,0.081,274.89232999999996,-14.966667000000001,4.26321348,5.63E-13,0.234564843,-3.10E-14,-1.24E-24,3.301,1.20E+05,170.05951117499998
J1819-1458,J1819-1458,2,54176.5,0.2,72.0,1,36,2,16.02,0.081,274.89232999999996,-14.966667000000001,4.26321348,5.63E-13,0.234564843,-3.10E-14,-1.24E-24,3.301,1.20E+05,16.888668696
B1821-11,J1824-1118,1,54306.0,3,2877.0,0.2,-10,2,19.809,0.741,276.12307999999996,-11.31184,0.435759033,3.55E-15,2.294846288,-1.87E-14,4.00E-27,6.003,1.94E+06,6602.272770576
J1821-1419,J1821-1419,1,53074.0,546,225.0,4,X,X,16.815,-0.043,275.3929,-14.324000000000002,1.65600957,8.95E-13,0.603861245,-3.26E-13,*,6.129,2.93E+04,135.868780125
J1821-1419,J1821-1419,2,57372.0,6,109.0,7,X,X,16.815,-0.043,275.3929,-14.324000000000002,1.65600957,8.95E-13,0.603861245,-3.26E-13,*,6.129,2.93E+04,65.820875705
J1821-1419,J1821-1419,3,58860.0,50,222.4,3,0.92,0.28,16.815,-0.043,275.3929,-14.324000000000002,1.65600957,8.95E-13,0.603861245,-3.26E-13,*,6.129,2.93E+04,134.29874088800003
J1821-1419,J1821-1419,4,59586.0,10,34.0,4,1,1,16.815,-0.043,275.3929,-14.324000000000002,1.65600957,8.95E-13,0.603861245,-3.26E-13,*,6.129,2.93E+04,20.531282330000003
B1822-09,J1825-0935,1,49942.1,0.4,2.8,0.2,-2,1,21.449,1.324,276.377475,-9.58922,0.769020998,5.24E-14,1.30035461,-8.85E-14,2.86E-24,0.3,2.33E+05,3.640992908
B1822-09,J1825-0935,2,50314.0,2,1.3,0.2,0,1,21.449,1.324,276.377475,-9.58922,0.769020998,5.24E-14,1.30035461,-8.85E-14,2.86E-24,0.3,2.33E+05,1.690460993
B1822-09,J1825-0935,3,52056.0,1,29.8,0.1,3.4,0.2,21.449,1.324,276.377475,-9.58922,0.769020998,5.24E-14,1.30035461,-8.85E-14,2.86E-24,0.3,2.33E+05,38.75056737800001
B1822-09,J1825-0935,4,52810.0,1,1.3,0.4,-2,3,21.449,1.324,276.377475,-9.58922,0.769020998,5.24E-14,1.30035461,-8.85E-14,2.86E-24,0.3,2.33E+05,1.690460993
B1822-09,J1825-0935,5,53734.6,0.1,4.0,1,-6,5,21.449,1.324,276.377475,-9.58922,0.769020998,5.24E-14,1.30035461,-8.85E-14,2.86E-24,0.3,2.33E+05,5.20141844
B1822-09,J1825-0935,6,54114.96,0.03,121.0,1,-4,3,21.449,1.324,276.377475,-9.58922,0.769020998,5.24E-14,1.30035461,-8.85E-14,2.86E-24,0.3,2.33E+05,157.34290781
B1822-09,J1825-0935,7,58486.2,0.9,3.8,0.1,X,X,21.449,1.324,276.377475,-9.58922,0.769020998,5.24E-14,1.30035461,-8.85E-14,2.86E-24,0.3,2.33E+05,4.941347518
B1823-13,J1826-1334,1,46507.0,29,2746.0,1,1.7,0.1,18.000999999999998,-0.691,276.554896,-13.579670000000002,0.101486794,7.53E-14,9.853498751,-7.31E-12,2.81E-22,3.606,2.14E+04,27057.707570246
B1823-13,J1826-1334,2,49120.0,11,2984.6,0.3,7.6,0.1,18.000999999999998,-0.691,276.554896,-13.579670000000002,0.101486794,7.53E-14,9.853498751,-7.31E-12,2.81E-22,3.606,2.14E+04,29408.752372234598
B1823-13,J1826-1334,3,53206.0,1,0.6,0.3,-1,1,18.000999999999998,-0.691,276.554896,-13.579670000000002,0.101486794,7.53E-14,9.853498751,-7.31E-12,2.81E-22,3.606,2.14E+04,5.9120992506
B1823-13,J1826-1334,4,53259.0,1,3.0,1,-1,1,18.000999999999998,-0.691,276.554896,-13.579670000000002,0.101486794,7.53E-14,9.853498751,-7.31E-12,2.81E-22,3.606,2.14E+04,29.560496253
B1823-13,J1826-1334,5,53737.0,1,3581.0,1,9.6,0.4,18.000999999999998,-0.691,276.554896,-13.579670000000002,0.101486794,7.53E-14,9.853498751,-7.31E-12,2.81E-22,3.606,2.14E+04,35285.379027331
B1823-13,J1826-1334,6,56556.0,4,2599.7,0.3,10.1,0.4,18.000999999999998,-0.691,276.554896,-13.579670000000002,0.101486794,7.53E-14,9.853498751,-7.31E-12,2.81E-22,3.606,2.14E+04,25616.1407029747
B1823-13,J1826-1334,7,58879.0,18,2481.5,1.1,5.9,0.4,18.000999999999998,-0.691,276.554896,-13.579670000000002,0.101486794,7.53E-14,9.853498751,-7.31E-12,2.81E-22,3.606,2.14E+04,24451.4571506065
B1824-10,J1827-0958,1,48764.0,18,0.4,0.1,X,X,21.285999999999998,0.7979999999999999,276.77283,-9.978639999999999,0.245757118,1.00E-15,4.069058132,-1.66E-14,-5.70E-26,5.034,3.88E+06,1.6276232528000003
B1828-11,J1830-1059,1,55040.9,0.2,6.3,0.5,X,X,20.811999999999998,-0.478,277.698,-10.9907,0.405073135,5.99E-14,2.468690007,-3.65E-13,1.67E-24,3.147,1.07E+05,15.5527470441
B1830-08,J1833-0827,1,47541.3,0.1,0.9,0.1,-0.1,0.1,23.386,0.063,278.417783,-8.4588,0.085288151,9.18E-15,11.72495808,-1.26E-12,-1.98E-24,4.5,1.47E+05,10.552462272000001
B1830-08,J1833-0827,2,48051.0,4,1865.6,0.1,1.742,0.001,23.386,0.063,278.417783,-8.4588,0.085288151,9.18E-15,11.72495808,-1.26E-12,-1.98E-24,4.5,1.47E+05,21874.081794048
B1830-08,J1833-0827,3,54779.0,2,0.5,0.1,0.15,0.08,23.386,0.063,278.417783,-8.4588,0.085288151,9.18E-15,11.72495808,-1.26E-12,-1.98E-24,4.5,1.47E+05,5.86247904
J1830-1135,J1830-1135,1,52367.0,6,2.1,0.3,1,1,20.192999999999998,-0.59,277.5072,-11.5922,6.221552666,4.78E-14,0.160731582,-1.23E-15,7.00E-26,3.757,2.06E+06,0.3375363222
J1833-1034,J1833-1034,1,54169.0,7,3.1,0.1,1.4,0.2,21.500999999999998,-0.885,278.38988,-10.56875,0.06188365,2.02E-13,16.15935711,-5.28E-11,3.20E-22,4.1,4.85E+03,50.094007041
J1833-1034,J1833-1034,2,54423.0,9,1.1,0.1,4,0.3,21.500999999999998,-0.885,278.38988,-10.56875,0.06188365,2.02E-13,16.15935711,-5.28E-11,3.20E-22,4.1,4.85E+03,17.775292821
J1833-1034,J1833-1034,3,54750.0,15,3.6,0.1,-7.7,0.2,21.500999999999998,-0.885,278.38988,-10.56875,0.06188365,2.02E-13,16.15935711,-5.28E-11,3.20E-22,4.1,4.85E+03,58.173685596
J1833-1034,J1833-1034,4,55142.0,2,7.5,0.1,-9.9,0.2,21.500999999999998,-0.885,278.38988,-10.56875,0.06188365,2.02E-13,16.15935711,-5.28E-11,3.20E-22,4.1,4.85E+03,121.19517832499999
J1832+0029,J1832+0029,1,53498.0,50,66.0,1,53,5,31.247,4.36,278.2113,0.491,0.533917733,1.55E-15,1.872947718,-5.45E-15,*,1.12,5.45E+06,123.614549388
B1834-10,J1836-1008,1,55744.0,0.3,3.6,0.1,X,X,22.263,-1.415,279.224691,-10.13565,0.562710736,1.18E-14,1.777111997,-3.73E-14,-1.95E-25,5.343,7.56E+05,6.3976031892
J1834-0731,J1834-0731,1,53479.0,1,4.4,0.4,0.6,0.4,24.288,0.366,278.56654,-7.518314,0.51299527,5.82E-14,1.949335711,-2.21E-13,*,4.072,1.40E+05,8.577077128400001
J1835-1020,J1835-1020,1,57589.5,0.3,3.26,0.02,0.2,0.1,21.98,-1.3019999999999998,278.98991,-10.334583,0.302449584,5.92E-15,3.306336172,-6.47E-14,*,2.909,8.10E+05,10.778655920719999
J1835-1106,J1835-1106,1,52225.8,0.2,15.6,0.4,2.5,0.4,21.221999999999998,-1.5130000000000001,278.8267,-11.1045,0.165917635,2.06E-14,6.027086879,-7.48E-13,*,3.159,1.28E+05,94.02255531239999
J1835-1106,J1835-1106,2,58488.0,2,9.3,0.6,4,1,21.221999999999998,-1.5130000000000001,278.8267,-11.1045,0.165917635,2.06E-14,6.027086879,-7.48E-13,*,3.159,1.28E+05,56.0519079747
J1837-0604,J1837-0604,1,55821.0,23,1398.0,1,6.9,0.7,25.96,0.265,279.43146,-6.0803,0.096294208,4.52E-14,10.38484062,-4.87E-12,*,4.779,3.38E+04,14518.00718676
J1837-0604,J1837-0604,2,56511.0,0.4,16.7,0.8,X,X,25.96,0.265,279.43146,-6.0803,0.096294208,4.52E-14,10.38484062,-4.87E-12,*,4.779,3.38E+04,173.426838354
J1837-0604,J1837-0604,3,58233.7,0.8,70.0,1,X,X,25.96,0.265,279.43146,-6.0803,0.096294208,4.52E-14,10.38484062,-4.87E-12,*,4.779,3.38E+04,726.9388434
J1837-0559,J1837-0559,1,53150.0,1,3.2,0.3,13,7,26.000999999999998,0.379,279.34855,-5.991280000000001,0.201063722,3.31E-15,4.973547631,-8.19E-14,*,4.315,9.63E+05,15.9153524192
J1837-0559,J1837-0559,2,56258.0,52,0.2,0.2,X,X,26.000999999999998,0.379,279.34855,-5.991280000000001,0.201063722,3.31E-15,4.973547631,-8.19E-14,*,4.315,9.63E+05,0.9947095262
J1837-0559,J1837-0559,3,58022.0,4,3.4,0.3,X,X,26.000999999999998,0.379,279.34855,-5.991280000000001,0.201063722,3.31E-15,4.973547631,-8.19E-14,*,4.315,9.63E+05,16.9100619454
J1838-0537,J1838-0537,1,55100.0,X,5500.0,X,-15,X,26.508000000000003,0.209,279.73342,-5.6192,0.14570774,4.72E-13,6.86305339,-2.22E-11,1.70E-21,*,4.89E+03,37746.793645
J1838-0453,J1838-0453,1,52162.0,213,9902.0,381,7,1,27.07,0.708,279.548,-4.89037,0.380865613,1.16E-13,2.625598021,-8.02E-13,*,6.629,5.19E+04,25998.671603942
J1838-0453,J1838-0453,2,54140.0,4,9.0,1,-0.1,0.4,27.07,0.708,279.548,-4.89037,0.380865613,1.16E-13,2.625598021,-8.02E-13,*,6.629,5.19E+04,23.630382189000002
