Jname,Galactic Longitude (deg),Galactic Latitude (deg),RA (deg),dec (deg),P0 (s),P1,F0 (Hz),F1 (Hz/s),F2 (Hz/s^2),Distance (kpc),Age (yrs)
J1341-6220,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77E-12,-1.00E-23,12.599,1.21E+04
J1342+2822A,42.219,78.747,205.5,0.002544738,pqm+21,*,pqm+21,*,*,,
J1342+2822B,42.22,78.709,205.5461962,28.3778169,0.002389421,1.86E-20,418.5114726,-3.25E-15,*,10.18,2.04E+09
J1342+2822C,42.217,78.707,205.54833,28.37722,0.002166,*,461.7,*,*,10.18,*
J1342+2822D,42.215,78.712,205.542,28.377,0.005442975,*,183.7230504,*,*,10.18,*
J1342+2822E,42.217,78.707,205.5,0.00547,pqm+21,*,*,*,10.18,,
J1342+2822F,42.217,78.707,205.5,0.0044,pqm+21,*,*,*,10.18,,
J1343+6634,114.896,49.727,205.99692,66.57362,1.394103786,1.09E-15,0.71730671,-5.60E-16,*,25,2.03E+07
J1344-5855,309.794,3.234,206.22104,-58.92355,0.252397929,2.91E-15,3.961997636,-4.58E-14,*,7.537,1.37E+06
J1344-6059,309.341,1.216,206.165,-60.9919,0.540102321,4.30E-17,1.851501022,-1.47E-16,*,7.414,1.99E+08
J1345-6115,309.414,0.928,206.4351,-61.2585,1.25308459,3.25E-15,0.798030722,-2.07E-15,*,5.565,6.11E+06
J1346-4918,312.059,12.594,206.59312,-49.302,0.299625107,3.50E-17,3.337504025,-3.90E-16,*,2.529,1.36E+08
J1347-5947,309.914,2.318,206.83075,-59.79439,0.609961754,1.42E-14,1.639447052,-3.81E-14,*,6.285,6.82E+05
J1348-6307,309.353,-0.962,207.1767,-63.1178,0.927772239,3.79E-15,1.077850746,-4.40E-15,*,10.64,3.88E+06
J1349-6130,309.813,0.587,207.4026,-61.50476,0.259364764,5.12E-15,3.855573842,-7.61E-14,*,5.48,8.03E+05
J1349-63,309.237,-1.772,207.32,-63.93,0.373034,*,2.6807208,*,*,9.312,*
J1350-5115,312.233,10.549,207.567329,-51.256822,0.295699706,7.58E-16,3.381809243,-8.66E-15,*,3.304,6.18E+06
J1350-6225,309.734,-0.343,207.68521,-62.42883,0.138157778,8.88E-15,7.238101343,-4.65E-13,*,*,2.46E+05
J1352-6803,308.614,-5.866,208.14354,-68.06031,0.628902546,1.23E-15,1.590071476,-3.12E-15,*,9.902,8.07E+06
J1354+2454,27.447,75.764,208.5,6.27,mss+20,*,mss+20,*,*,,
J1354-6249,310.07,-0.832,208.646,-62.825,2.951938334,1.48E-14,0.338760464,-1.70E-15,*,5.159,3.16E+06
J1355-5153,312.951,9.713,208.99455,-51.898319,0.644304508,2.81E-15,1.552061156,-6.77E-15,*,4.984,3.63E+06
J1355-5747,311.425,4.022,208.904,-57.7875,2.038673825,7.10E-16,0.490514955,-1.72E-16,*,6.443,4.52E+07
J1355-5925,311.069,2.431,208.9963,-59.41692,1.213381227,5.99E-15,0.824143293,-4.07E-15,*,7.208,3.21E+06
J1355-6206,310.332,-0.156,208.8389,-62.10558,0.276603043,3.10E-18,3.61528922,-4.10E-17,*,7.542,1.41E+09
J1356-5521,312.199,6.337,209.21066,-55.3536,0.507379567,7.24E-16,1.970911061,-2.81E-15,*,7.317,1.11E+07
J1357-62,310.474,-0.565,209.35,-62.47,0.455761,*,2.194132,*,*,6.481,*
J1357-6429,309.923,-2.514,209.26012,-64.49172,0.166108328,3.60E-13,6.020167773,-1.31E-11,1.16E-21,3.1,7.31E+03
J1358-2533,321.485,34.887,209.67,-25.55,0.912971,*,1.095325,*,*,2.545,*
J1358-6025,311.109,1.372,209.60792,-60.43222,0.060533,3.02E-15,16.52,-8.23E-13,*,*,3.18E+05
J1359-6038,311.239,1.126,209.9927,-60.635431,0.127508466,6.33E-15,7.842616492,-3.89E-13,1.60E-24,5,3.19E+05
J1400-1431,326.986,45.087,210.1541817,-14.5297348,0.003084233,7.23E-21,324.229692,-7.60E-16,*,0.278,6.76E+09
J1400+21,16.752,73.332,210.08,21.4,*,*,*,*,*,0.908,*
J1400-6325,310.592,-1.593,210.1904,-63.4285,0.031181601,3.89E-14,32.0701941,-4.00E-11,*,7,1.27E+04
J1401-6357,310.569,-2.139,210.46854,-63.96167,0.842805322,1.68E-14,1.186513628,-2.37E-14,0.00E+00,1.8,7.94E+05
J1402+13,356.596,68.201,210.75,13.15333,0.00589,4.83E-17,169.779287,-1.39E-12,*,*,1.93E+06
J1402-5021,314.434,10.906,210.7333,-50.362,1.380182295,5.41E-15,0.724541971,-2.84E-15,*,1.285,4.04E+06
J1403-0314,335.565,54.97,210.92083,-3.25778,0.362634,*,2.757601,*,*,25,*
J1403-6310,310.928,-1.423,210.8083,-63.1742,0.399170177,9.00E-17,2.505197176,-5.60E-16,*,5.667,7.03E+07
J1403-7646,307.096,-14.494,210.7671,-76.78264,1.306197812,1.20E-15,0.765580826,-7.06E-16,*,5.307,1.72E+07
J1404+1159,355.078,67.115,211.15411,11.98778,2.650439299,1.38E-15,0.377295945,-1.96E-16,*,2.189,3.05E+07
J1405-4656,315.826,14.079,211.339273,-46.933975,0.007602203,2.79E-20,131.5408104,-4.83E-16,*,0.669,4.32E+09
J1405-5641,312.971,4.737,211.30171,-56.69006,0.617574685,1.20E-15,1.619237356,-3.14E-15,*,12.383,8.17E+06
J1406-4233,317.299,18.224,211.51996,-42.55572,2.436795432,6.81E-16,0.410375031,-1.15E-16,*,6.785,5.67E+07
J1406-5806,312.673,3.345,211.505,-58.1089,0.288349244,6.11E-16,3.468016719,-7.35E-15,*,5.567,7.48E+06
J1406-6121,311.841,0.203,211.7085,-61.35775,0.213074654,5.47E-14,4.693190777,-1.20E-12,*,7.292,6.17E+04
J1407-6048,312.13,0.681,211.9943,-60.8163,0.492344207,3.16E-15,2.031099354,-1.30E-14,*,7.86,2.47E+06
J1407-6153,311.81,-0.354,211.985,-61.8997,0.701614949,8.85E-15,1.4252832,-1.80E-14,*,8.205,1.26E+06
J1409-6953,309.574,-8.031,212.3204,-69.89289,0.528590779,8.40E-16,1.891822634,-3.01E-15,*,8.751,9.97E+06
J1410-6132,312.195,-0.092,212.598296,-61.535597,0.050051946,3.20E-14,19.979243,-1.28E-11,*,13.51,2.48E+04
J1410-7404,308.349,-12.043,212.53071,-74.081478,0.278729444,6.74E-18,3.587708521,-8.68E-17,*,1.336,6.55E+08
J1411+2551,33.38,72.101,212.828608,25.852331,0.062452896,9.56E-20,16.01206784,-2.45E-17,*,1.131,1.04E+10
J1412-6111,312.597,0.14,213.2484,-61.19181,0.529156398,1.91E-15,1.889800452,-6.83E-15,*,5.284,4.38E+06
J1412-6145,312.324,-0.366,213.0318,-61.75791,0.315258433,9.90E-14,3.172000791,-9.96E-13,6.40E-24,7.097,5.04E+04
J1412+7922,118.318,37.02,213.23278,79.36775,0.058199071,3.29E-15,17.18240483,-9.72E-13,*,*,2.80E+05
J1413-6141,312.462,-0.337,213.2911,-61.6869,0.28562462,3.33E-13,3.501098748,-4.09E-12,*,8.469,1.36E+04
J1413-6205,312.373,-0.736,213.3746,-62.0939,0.1097407,2.77E-14,9.112389504,-2.30E-12,*,2.15,6.28E+04
J1413-6222,312.241,-0.988,213.2728,-62.3744,0.292407702,2.23E-15,3.419882553,-2.61E-14,*,13.087,2.08E+06
J1413-6307,312.053,-1.718,213.38048,-63.126514,0.394945791,7.43E-15,2.531993057,-4.77E-14,*,3.037,8.42E+05
J1414-6802,310.59,-6.42,213.6071,-68.0494,4.630188062,6.39E-15,0.215973949,-2.98E-16,*,5.42,1.15E+07
J1415-6621,311.234,-4.846,213.88029,-66.35339,0.392478973,5.80E-16,2.547907196,-3.77E-15,*,10.428,1.07E+07
J1416-5033,316.504,10.055,214.1858,-50.5547,0.794882546,1.20E-16,1.2580475,-1.90E-16,*,1.423,1.05E+08
J1416-6037,313.179,0.535,214.1275,-60.6332,0.295580482,4.28E-15,3.383173319,-4.90E-14,*,5.083,1.09E+06
J1417-4402,318.861,16.144,214.3775,-44.0493,0.002664216,*,375.34494,*,*,4.4,*
J1418-3921,320.82,20.461,214.70951,-39.35514,1.096806003,8.89E-16,0.911738263,-7.39E-16,*,4.081,1.95E+07
J1418-5945,313.706,1.287,214.6346,-59.75,1.672595681,2.71E-16,0.597873121,-9.70E-17,*,6.14,9.78E+07
J1418-6058,313.325,0.135,214.6779,-60.9636,0.110573012,1.69E-13,9.043798163,-1.39E-11,6.40E-22,1.885,1.03E+04
J1420-5416,315.793,6.36,215.12129,-54.27297,0.935772205,2.32E-16,1.068636143,-2.65E-16,*,4.399,6.39E+07
J1420-5625,315.002,4.349,215.012758,-56.431944,0.034117131,6.80E-20,29.31078831,-5.80E-17,*,1.328,8.01E+09
J1420-6048,313.541,0.227,215.03432,-60.80456,0.068179877,8.32E-14,14.66708434,-1.79E-11,*,5.632,1.30E+04
J1421-4409,319.497,15.809,215.3373495,-44.1512647,0.006385729,1.24E-20,156.5991957,-3.03E-16,*,2.085,8.18E+09
J1422-6138,313.521,-0.655,215.617904,-61.6412,0.340967852,9.68E-14,2.932827817,-8.33E-13,-1.50E-23,*,5.58E+04
J1423-6953,310.736,-8.43,215.86163,-69.89523,0.33341071,1.45E-15,2.99930377,-1.31E-14,*,4.704,3.64E+06
J1424-5556,315.718,4.614,216.05317,-55.93719,0.770374846,7.80E-16,1.298069382,-1.32E-15,*,6.205,1.56E+07
J1424-56,315.478,3.911,216.1,-56.68,1.427,*,0.700771,*,*,0.949,*
J1424-5822,314.897,2.31,216.13388,-58.38214,0.366736188,3.94E-15,2.726755724,-2.93E-14,*,6.695,1.48E+06
J1424-6438,312.741,-3.561,216.2467,-64.6361,1.023503699,2.40E-16,0.977036039,-2.30E-16,*,6.079,6.76E+07
J1425-5723,315.382,3.186,216.40233,-57.39189,0.35326292,2.20E-17,2.830752798,-1.76E-16,*,1.065,2.54E+08
J1425-5759,315.217,2.613,216.4963,-57.9862,0.707867606,7.42E-16,1.412693549,-1.48E-15,*,7.636,1.51E+07
J1425-6210,313.63,-1.258,216.2821,-62.168,0.50173031,4.80E-16,1.99310263,-1.90E-15,*,6.851,1.66E+07
J1426+52,93.88,59.233,216.75,52.17,0.9958,*,1.004218,*,*,25,*
J1427-4158,321.48,17.391,216.96154,-41.98231,0.586485556,6.21E-16,1.705071829,-1.81E-15,*,3.744,1.50E+07
J1428-5530,316.427,4.796,217.109333,-55.513906,0.57029241,2.09E-15,1.753486427,-6.42E-15,*,1.897,4.33E+06
J1429-5911,315.261,1.299,217.4942,-59.1935,0.11584261,3.05E-14,8.632402182,-2.27E-12,*,1.955,6.02E+04
J1429-5935,315.046,0.947,217.3579,-59.5997,0.763914831,4.28E-14,1.309046454,-7.33E-14,*,7.685,2.83E+05
J1430+22,26.432,67.17,217.5,,*,*,*,*,*,,
J1430-5712,316.036,3.127,217.56738,-57.20872,0.491518804,4.69E-14,2.034510161,-1.94E-13,*,3.902,1.66E+05
J1430-6623,312.653,-5.404,217.669729,-66.384875,0.785443345,2.78E-15,1.273166303,-4.50E-15,*,1.327,4.48E+06
J1431-4715,320.051,12.253,217.9359071,-47.2576594,0.002011953,1.41E-20,497.0293939,-3.49E-15,*,1.562,2.26E+09
J1431-5740,315.962,2.66,217.7645638,-57.6699083,0.004110544,6.42E-21,243.2768049,-3.80E-16,*,3.553,1.01E+10
J1431-6328,311.929,-2.037,213.3385,-63.46906,0.002772296,*,360.711889,*,*,4.924,*
J1432-5032,318.936,9.155,218.2178,-50.53814,2.034989479,5.92E-15,0.491403032,-1.43E-15,*,5.28,5.44E+06
J1433+00,349.749,53.792,218.4,0.47,*,*,*,*,*,2.993,*
J1433-6038,315.092,-0.197,218.3049,-60.643,1.954429635,5.63E-15,0.511658226,-1.47E-15,*,6.221,5.50E+06
J1434-5943,315.645,0.563,218.74296,-59.72822,1.072121212,2.96E-17,0.932730356,-2.58E-17,*,3.212,5.74E+08
J1434-6006,315.396,0.256,218.5221,-60.1081,0.306367863,3.02E-15,3.264049928,-3.22E-14,*,5.297,1.61E+06
J1434-6029,315.31,-0.13,218.6629,-60.4969,0.963348323,1.03E-15,1.038046131,-1.11E-15,*,4.808,1.48E+07
J1434+7257,113.082,42.153,218.498904,72.9573644,0.041741148,5.50E-19,23.9571754,-3.16E-16,*,0.974,1.20E+09
J1435-5954,315.577,0.391,218.750867,-59.91375,0.472996377,1.55E-15,2.114181098,-6.92E-15,*,1.064,4.84E+06
J1435-6100,315.186,-0.641,218.834485,-61.0160989,0.009347972,2.45E-20,106.975072,-2.80E-16,*,2.816,6.05E+09
J1437-5959,315.783,0.227,219.25796,-59.98372,0.061696123,8.59E-15,16.2084738,-2.26E-12,*,8.543,1.14E+05
J1437-6146,315.101,-1.422,219.3138,-61.7672,0.467616323,6.33E-15,2.13850533,-2.90E-14,*,4.253,1.17E+06
J1439-5501,318.097,4.63,219.9155917,-55.0232281,0.028634888,1.42E-19,34.92243425,-1.73E-16,*,0.655,3.20E+09
J1439+7655,115.39,38.575,219.8,0.947903,kkl+15,*,kkl+15,*,*,,
J1440-6344,314.646,-3.384,220.13025,-63.74678,0.459606724,1.12E-15,2.175773217,-5.31E-15,*,3.446,6.50E+06
J1441-6137,315.646,-1.505,220.4346,-61.6233,1.175840023,3.60E-16,0.850455828,-2.60E-16,*,3.882,5.18E+07
J1443-5122,320.135,7.717,220.8624,-51.3739,0.732061265,3.38E-16,1.366005891,-6.31E-16,*,2.979,3.43E+07
J1444-5941,316.791,0.098,221.1938,-59.6886,2.760227945,8.20E-15,0.36228892,-1.08E-15,*,3.844,5.31E+06
J1444-6026,316.4,-0.544,221.0251,-60.43594,4.758575568,1.85E-14,0.21014692,-8.19E-16,*,5.823,4.07E+06
J1446-4701,322.5,11.425,221.6488002,-47.02410614,0.002194696,9.81E-21,455.6440162,-2.04E-15,*,1.569,3.55E+09
J1447-5757,317.846,1.515,221.8675,-57.95722,0.15873,1.17E-14,6.3,-4.66E-13,*,*,2.14E+05
J1449-5846,317.72,0.664,222.356,-58.77789,0.463329577,8.60E-17,2.158290878,-4.00E-16,*,4.169,8.54E+07
J1452-5851,318.087,0.398,223.2192,-58.8537,0.386642928,5.07E-14,2.586365681,-3.39E-13,*,4.504,1.21E+05
J1452-6036,317.296,-1.169,223.216187,-60.608731,0.154992192,1.45E-15,6.451937925,-6.04E-14,*,6.135,1.69E+06
J1453+1902,23.395,60.812,223.4404974,19.03669839,0.005792303,1.17E-20,172.6429099,-3.47E-16,*,1.269,7.87E+09
J1453-6413,315.733,-4.427,223.3861,-64.221111,0.179486804,2.74E-15,5.571440214,-8.52E-14,2.20E-25,2.8,1.04E+06
J1454-5846,318.272,0.391,223.54545,-58.776317,0.045248773,8.17E-19,22.10004678,-3.99E-16,*,2.988,8.78E+08
J1455-3330,330.722,22.562,223.9498777,-33.51288526,0.007987205,2.43E-20,125.2002452,-3.81E-16,*,0.684,5.21E+09
J1455-59,318.101,-0.203,223.78,-59.38,0.1761912,*,5.675652,*,*,6.692,*
J1456-48,323.492,9.837,224,-48,0.53681,*,1.862857,*,*,9.338,*
J1456-6843,313.868,-8.543,223.999679,-68.727639,0.263376907,9.90E-17,3.79684009,-1.43E-15,*,0.43,4.22E+07
J1457-5122,322.134,6.722,224.41705,-51.38192,1.748307505,5.30E-15,0.571981758,-1.73E-15,*,0.994,5.23E+06
J1457-5900,318.561,-0.027,224.4125,-59.0142,1.498637437,3.66E-15,0.667272801,-1.63E-15,*,3.738,6.49E+06
J1457-5902,318.538,-0.037,224.3829,-59.0344,0.390739364,1.23E-14,2.559250722,-8.06E-14,*,6.366,5.03E+05
J1459-6053,317.886,-1.791,224.875,-60.88908,0.103150638,2.53E-14,9.694559498,-2.38E-12,-4.00E-23,1.84,6.47E+04
J1501-0046,356.582,48.051,225.43732,-0.7732,0.464036814,2.39E-16,2.155001435,-1.11E-15,*,2.131,3.07E+07
J1501-5637,320.181,1.81,225.4625,-56.63,0.782948566,1.70E-16,1.277223107,-2.80E-16,*,4.938,7.30E+07
J1502+28,42.78,61.127,225.54,28.2,3.784,*,0.264271,*,*,1.289,*
J1502+4653,79.306,57.626,225.58263,46.89094,1.752508064,1.72E-16,0.570610784,-5.60E-17,*,25,1.61E+08
J1502-5653,320.186,1.505,225.73912,-56.89423,0.535504398,1.83E-15,1.867398296,-6.38E-15,*,3.961,4.64E+06
J1502-5828,319.395,0.133,225.6825,-58.4783,0.668105151,3.64E-14,1.496770379,-8.16E-14,*,7.093,2.91E+05
J1502-6128,317.921,-2.483,225.6243,-61.48064,0.84210384,1.35E-15,1.187502007,-1.90E-15,*,5.189,9.90E+06
J1502-6752,314.799,-8.067,225.577562,-67.871322,0.026744424,3.15E-19,37.39097199,-4.40E-16,*,7.865,1.35E+09
J1503+2111,29.062,59.296,225.9775,21.18592,3.314001501,1.40E-16,0.301750014,-1.27E-17,*,0.244,3.75E+08
J1504-5621,320.671,1.849,226.2047,-56.3589,0.4129852,5.53E-15,2.421394279,-3.24E-14,*,3.548,1.18E+06
J1504-5659,320.328,1.318,226.13328,-56.98872,1.672372343,1.43E-15,0.597952964,-5.11E-16,*,11.274,1.86E+07
J1505-25,337.601,28.735,226.2,0.999,mss+20,*,mss+20,*,*,,
J1506-5158,323.076,5.534,226.665,-51.969,0.840738545,6.37E-15,1.189430419,-9.01E-15,*,1.384,2.09E+06
J1507-4352,327.339,12.459,226.892396,-43.867792,0.2867585,1.58E-15,3.487254957,-1.93E-14,*,1.394,2.87E+06
J1507-5800,320.118,0.258,226.7646,-58.01561,0.897254102,2.60E-16,1.114511483,-3.23E-16,*,5.893,5.46E+07
J1507-6640,315.858,-7.297,226.952642,-66.682739,0.355656301,1.15E-15,2.811703313,-9.11E-15,*,4.792,4.89E+06
J1509+5531,91.325,52.287,227.3567908,55.525665,0.739681923,5.00E-15,1.351932458,-9.14E-15,5.16E-26,2.1,2.34E+06
J1509-5850,319.972,-0.621,227.36315,-58.84889,0.088924863,9.17E-15,11.24544888,-1.16E-12,1.20E-24,3.372,1.54E+05
J1509-6015,319.228,-1.815,227.2812,-60.25517,0.339038449,2.12E-15,2.949517979,-1.85E-14,*,11.09,2.53E+06
J1510-4422,327.586,11.729,227.7037,-44.3686,0.943871298,6.10E-16,1.059466479,-6.80E-16,*,4.128,2.45E+07
J1511-5414,322.598,3.177,227.963687,-54.244533,0.200383946,4.85E-16,4.990419731,-1.21E-14,*,2.43,6.55E+06
J1511-5835,320.289,-0.508,227.7792,-58.5911,0.30151055,3.44E-16,3.316633531,-3.80E-15,*,5.122,1.39E+07
J1512-5431,322.486,2.92,228.0238,-54.5219,2.040531574,1.92E-15,0.490068379,-4.61E-16,*,5.115,1.68E+07
J1512-5759,320.772,-0.108,228.1793,-57.9999,0.128698573,6.85E-15,7.77009392,-4.14E-13,-1.20E-23,6.835,2.98E+05
J1513-2550,338.82,26.964,228.3471691,-25.8420236,0.002119068,2.16E-20,471.9056704,-4.81E-15,*,3.96,1.55E+09
J1513-5739,321.097,0.104,228.4958,-57.6504,0.973458035,2.76E-14,1.027265649,-2.91E-14,*,5.89,5.60E+05
J1513-5908,320.321,-1.162,228.48255,-59.136,0.151581943,1.53E-12,6.597091828,-6.65E-11,1.90E-21,4.4,1.57E+03
J1513-5946,319.97,-1.697,228.43658,-59.77553,1.046117157,8.53E-15,0.955915878,-7.79E-15,*,3.757,1.94E+06
J1513-6013,319.753,-2.091,228.47508,-60.22403,1.958737042,1.37E-15,0.510533052,-3.57E-16,*,7.928,2.26E+07
J1514-4834,325.872,7.835,228.560679,-48.572214,0.454840333,9.26E-16,2.198573716,-4.48E-15,*,1.243,7.78E+06
J1514-4946,325.249,6.807,228.5796421,-49.7709767,0.003589337,1.86E-20,278.6030092,-1.45E-15,*,0.908,3.05E+09
J1514-5316,323.461,3.798,228.66733,-53.26731,0.296279212,1.60E-18,3.37519461,-1.80E-17,*,0.85,2.93E+09
J1514-5925,320.284,-1.482,228.74625,-59.42875,0.148797468,2.88E-15,6.720544472,-1.30E-13,*,3.906,8.19E+05
J1515-5720,321.389,0.281,228.7885,-57.34726,0.286648256,6.09E-15,3.488596141,-7.42E-14,*,6.069,7.45E+05
J1516-43,329.041,12.062,229.135,-43.3333,0.036022209,*,27.760652,*,*,3.037,*
J1517-313,336.227,21.91,229.4625,-31.33333,0.1406677,*,7.108953,*,*,3.294,*
J1517-314,336.227,21.91,229.4625,-31.33333,1.1037264,*,0.9060216,*,*,5.44,*
J1517-32,335.397,21.105,229.25417,-32.43472,0.0644019,*,15.527492,*,*,0.966,*
J1517-4356,328.85,11.463,229.36392,-43.93831,0.650836872,2.16E-16,1.536483324,-5.09E-16,*,4.473,4.79E+07
J1517-4636,327.399,9.217,229.3724,-46.60017,0.886612497,2.10E-15,1.127888456,-2.67E-15,*,7.675,6.70E+06
J1518+0204A,3.87,46.802,229.638823,2.090986,0.005553593,4.12E-20,180.0636247,-1.34E-15,*,7.48,2.13E+09
J1518+0204B,3.859,46.806,229.631075,2.087631,0.007946941,-3.33E-21,125.8345876,5.30E-17,*,7.48,*
J1518+0204C,3.856,46.797,229.6366204,2.0799487,0.002483928,2.61E-20,402.5882284,-4.23E-15,-1.45E-26,7.48,1.51E+09
J1518+0204D,3.859,46.796,229.63833,2.08111,0.002988,*,334.67,*,*,7.48,*
J1518+0204E,3.864,46.795,229.64167,2.08278,0.003182,*,314.27,*,*,7.48,*
J1518+0204F,3.859,46.796,229.6,0,0,0,pqm+21,*,*,,
J1518-0627,355.146,41.002,229.74629,-6.45214,0.794996675,4.18E-16,1.257866897,-6.61E-16,*,2.679,3.01E+07
J1518-3952,331.368,14.715,229.73737,-39.87508,0.49919589,2.37E-16,2.003221619,-9.50E-16,*,12.297,3.34E+07
J1518+4904,80.808,54.282,229.5699962,49.07618089,0.040934989,2.72E-20,24.42897938,-1.62E-17,*,0.964,2.39E+10
J1518-5415,323.383,2.675,229.55625,-54.2625,0.2149248,4.06E-17,4.652790179,-8.80E-16,*,3.768,8.39E+07
J1519-5734,321.8,-0.238,229.9483,-57.57044,0.518757785,4.27E-15,1.927681915,-1.59E-14,*,6.799,1.92E+06
J1519-6106,319.876,-3.216,229.8992,-61.1152,2.154307061,8.37E-15,0.464186382,-1.80E-15,*,5.047,4.08E+06
J1519-6308,318.743,-4.896,229.7898,-63.1387,1.254051631,5.96E-15,0.797415334,-3.79E-15,*,12.367,3.33E+06
J1522-5525,323.231,1.397,230.5279,-55.4215,1.389604688,3.30E-15,0.719629121,-1.71E-15,*,2,6.67E+06
J1522-5735,322.052,-0.415,230.5221,-57.5833,0.102135981,3.12E-14,9.790868913,-2.99E-12,-2.60E-23,*,5.18E+04
J1522-5829,321.63,-1.215,230.676017,-58.4841153,0.395354482,2.06E-15,2.529375653,-1.32E-14,*,3.882,3.05E+06
J1523-3235,336.517,20.172,230.90708,-32.59503,1.504834558,9.53E-16,0.664524877,-4.21E-16,*,7.997,2.50E+07
J1524-20,344.502,29.246,231.2,,*,*,*,*,*,,
J1524-5625,323,0.351,231.20775,-56.42317,0.078218549,3.90E-14,12.78469128,-6.37E-12,*,3.378,3.18E+04
J1524-5706,322.568,-0.186,231.0893,-57.10962,1.116174457,3.56E-13,0.895917295,-2.86E-13,3.80E-25,7.434,4.96E+04
J1524-5819,321.907,-1.201,231.10271,-58.32058,0.961042627,1.26E-13,1.040536571,-1.36E-13,*,7.546,1.21E+05
J1525-5417,324.258,2.078,231.3681,-54.2889,1.011694218,1.62E-14,0.988440956,-1.58E-14,*,4.88,9.91E+05
J1525-5523,323.662,1.151,231.40027,-55.39089,0.355156037,8.96E-18,2.815663809,-7.10E-17,*,3.132,6.28E+08
J1525-5545,323.439,0.851,231.367225,-55.763845,0.011359882,1.31E-19,88.02908501,-1.02E-15,*,3.14,1.37E+09
J1525-5605,323.286,0.565,231.4227,-56.0869,0.280348662,1.16E-16,3.566986882,-1.48E-15,*,5.078,3.83E+07
J1526-2744,340.198,23.702,231.64167,-27.72611,0.00249,*,401.606426,*,*,*,*
J1526-5633,323.136,0.093,231.6717,-56.5619,0.301887897,1.23E-16,3.312487884,-1.35E-15,*,4.796,3.89E+07
J1527-3931,333.05,14.02,231.99512,-39.52617,2.417605394,1.91E-14,0.413632432,-3.26E-15,*,1.691,2.01E+06
J1527-5552,323.638,0.59,231.919725,-55.8689867,1.048718554,1.13E-14,0.953544682,-1.02E-14,*,5.381,1.47E+06
J1528-3146,337.939,20.217,232.1456425,-31.768566,0.06082223,2.49E-19,16.44135695,-6.73E-17,*,0.774,3.87E+09
J1528-4109,332.106,12.671,232.03347,-41.158,0.526556139,3.96E-16,1.899132734,-1.43E-15,*,5.453,2.11E+07
J1528-5547,323.796,0.579,232.1633,-55.7897,3.467301517,7.75E-15,0.288408722,-6.45E-16,*,4.471,7.09E+06
J1528-5838,322.166,-1.752,232.1013,-58.6336,0.355686622,2.48E-14,2.811463625,-1.96E-13,*,*,2.28E+05
J1529-26,341.832,24.728,232.2,0.799,mss+20,*,mss+20,*,*,,
J1529-3828,333.886,14.728,232.312944,-38.479403,0.008486282,2.70E-20,117.8372326,-3.75E-16,*,4.301,4.98E+09
J1529+40,66.183,54.907,232.3,40.82,0.4764,*,2.099076,*,*,0.499,*
J1529-5355,325.006,2.009,232.49,-53.9267,0.89126454,8.10E-16,1.122001331,-1.02E-15,*,6.24,1.74E+07
J1529-5611,323.678,0.173,232.399,-56.191,0.822248731,4.10E-15,1.216177006,-6.10E-15,*,3.321,3.18E+06
J1530-21,345.574,28.452,232.5,0.505,mss+20,*,mss+20,*,*,,
J1530-5327,325.328,2.347,232.61205,-53.465561,0.278958415,4.68E-15,3.584763701,-6.01E-14,*,1.123,9.44E+05
J1530-6343,319.506,-6.101,232.69837,-63.72044,0.910319586,8.25E-16,1.098515307,-9.96E-16,*,11.447,1.75E+07
J1531-4012,333.147,13.113,232.78354,-40.20858,0.356849313,9.63E-17,2.80230328,-7.56E-16,*,9.528,5.87E+07
J1531-5610,323.897,0.033,232.86625,-56.18204,0.084206064,1.38E-14,11.87562928,-1.95E-12,1.37E-23,2.841,9.67E+04
J1532+2745,43.481,54.495,233.0431858,27.7637842,1.124835743,7.80E-16,0.889018691,-6.16E-16,*,1.695,2.29E+07
J1532-5308,325.78,2.434,233.1479,-53.135,0.443824608,6.50E-17,2.253142303,-3.30E-16,*,3.825,1.08E+08
J1532-56,323.79,-0.321,233.08,-56.53,0.522977086,*,1.912129665,*,*,4.44,*
J1534-4428,331.161,9.261,233.7167,-44.4693,1.221425959,1.80E-16,0.818715202,-1.21E-16,*,9.64,1.08E+08
J1534-46,330.007,7.91,233.53,-46.2,0.364835,*,2.74097,*,*,2.035,*
J1534-5334,325.715,1.944,233.53449,-53.57213,1.368882243,1.43E-15,0.730523027,-7.63E-16,*,0.81,1.52E+07
J1534-5405,325.463,1.483,233.63996,-54.09436,0.289688895,1.54E-15,3.45197906,-1.84E-14,*,3.748,2.97E+06
J1535-4114,333.175,11.821,233.82113,-41.23419,0.432866134,4.07E-15,2.310183038,-2.17E-14,*,2.77,1.68E+06
J1535-4415,331.447,9.324,233.983,-44.2523,0.468401604,4.05E-17,2.134920101,-1.85E-16,*,5.818,1.83E+08
J1535-5450,325.194,0.757,233.9928,-54.8406,0.566734157,1.43E-14,1.764495731,-4.46E-14,*,3.946,6.26E+05
J1535-5848,322.797,-2.406,233.81983,-58.80769,0.307177663,2.72E-15,3.255445044,-2.88E-14,*,2.971,1.79E+06
J1536+17,27.983,50.988,234.0625,17.81667,0.9333,*,1.071467,*,*,25,*
J1536-30,340.437,20.638,234,1.901,mss+20,*,mss+20,*,*,,
